date,gap theme,subject,"ticket text (truncated, personal data removed)"
2025-08-06,File / figure / PDF upload failures,Posters Uploading,Some authors are facing a problem to upload the poster after submitting the acknowledgment.
2025-08-07,File / figure / PDF upload failures,Oxford Abstract website builder,Why can't I upload images?
2025-08-13,File / figure / PDF upload failures,Abstract submission of paper,"can we increase the file upload size in abstract submission more than 10MB,I can't upload on behalf of a submitter as the paper is more than 10MB"
2025-08-21,File / figure / PDF upload failures,Error logging in,I created an account and logged in with LinkedIn I believe. Now when I try to enter the portal I get an error (please see attachment).
2025-08-26,File / figure / PDF upload failures,I can reach my account on Oxford abstracts. This morning there wasn’t any problem but now ,I uploaded the picture of the screen shot. Please let me know as soon as possible because I can’t get any information about the conference
2025-09-02,File / figure / PDF upload failures,Download author photos,"Hello, The majority of our authors have uploaded individual photos of themselves, as part of their abstract submission. How do I download a zip file of all uploaded photos, as originally submitted? I have downloaded the zip package Abstract Book, but wanted to know if I can access the photo files (jpg) directly? Please advise."
2025-09-03,File / figure / PDF upload failures,URGENT Need to download completed reviews,"I understand how to do this (and have done it) in the past. Know that we have decisions and I followed the OA instructions to allow Poster submitters to upload their posters --- the review has disappeared & everything is showing 0 instead of the 1-5 the reviewers input. Where can I find them? Please help we are at crunch time, Thank you."
2025-09-04,File / figure / PDF upload failures,Posters not appearing in poster gallery,"Event ID: 74582 Hi there, we are asking our poster presenters to upload their pdf poster to the poster gallery. I have reopened the submission form, and have a section for poster upload to the poster gallery selected. I know that one presenter has uploaded their pdf, but it is not showing in the poster gallery. Could you help?"
2025-09-16,File / figure / PDF upload failures,Inquiry about virtual poster presentation video upload,"We are about to send abstract acceptance emails and just wanted to confirm about abstract presentation video uploads during the poster uploads. Are there any specifications regarding video submissions, like size? Also, are YouTube and Vimeo the only video platforms supported?"
2025-09-25,File / figure / PDF upload failures,Unable to sign in,"Dear OA, I am having trouble signing in, with the same error message on all of my browsers. I have tried creating a new account and the same error appears. Can you please help me to sign into the platform? See error message attached. Best, Rayna"
2025-09-25,File / figure / PDF upload failures,Not being able to upload my poster pdf,500. Error Id: 22760508 at [phone]T01:28:12.437Z
2025-09-25,File / figure / PDF upload failures,Sign up error,"I wanted to submit my proposal to https://nhlrc.ucla.edu/nhlrc/article/288448 this website, and I could not make an account with Oxford Abstracts because there was an error message shown as attached. Please help me."
2025-11-19,File / figure / PDF upload failures,Issue With Reviewer Upload – Topics Not Assigning Correctly,"Hello, I’ve uploaded our reviewers list using the platform’s provided template. The file was successfully accepted, and the upload completed without errors. However, when reviewing the uploaded data, I noticed that several reviewers appear with no topics assigned, even though their topics were correctly included in the file. Given the large number of reviewers we work with, assigning topics manual"
2025-11-24,File / figure / PDF upload failures,Error when trying to enter second submission for ICNS 2026 conference,"Have uploaded my first submission for the ICNS 2026 conference. When trying to upload a second one, I get an error message. I get the same when going to the dashboard and trying to view the first submission (or earlier submissions to other conferences): Our engineers have been notified. Please contact the Oxford Abstracts support team and quote the error below for more information. {""path"":""https:"
2025-11-25,File / figure / PDF upload failures,Permissions Issues in Abstract Management,"Hi, We have two users with the same permissions but they get different views in the events. One can't see themes. Charlotte Hegertty can see themese but Zoe Large cant. I've attached a screen grab."
2025-12-05,File / figure / PDF upload failures,Submission platform for WCB not working,When I try to load on my submission platform to submit my abstract in WCB I have an error message (see pictures attached). Can you solve this issue so I can submit my abstract on time?
2025-12-18,File / figure / PDF upload failures,Forgotten attachment,"Dear IT, I have submitted an abstract for the 12th KJP 2026 conference, submission #28 but failed to attach the figure to the abstract. Is there any possibility of reopening the submission for editing?"
2026-01-08,File / figure / PDF upload failures,links in emails,On testing the Poster upload email and adding in the merge fields for the submitter link the link does not come through as a link
2026-01-27,File / figure / PDF upload failures,Exhibitor page: branding picture errors,"Hello there, I am setting up a test exhibitor page so that we can show our sponsors an example of how they may setup their pages. Upon trying to setup a test, I've run into an error. Each time I try to update the branding profile image and banner, I receive an error. I have tried uploading it as a png, sig, jpeg but all seem to provide the same error. I've also experimented with small file sizes a"
2026-01-27,File / figure / PDF upload failures,Sponsor session image,"I'm trying to upload a PNG or JPG file to a sponsor as a large session option, but I receive an error message (attached screenshot)."
2026-01-27,File / figure / PDF upload failures,Poster PDF upload,"We would like our excepted abstract submitters to upload their poster as a PDF. Is this possible and if so, where do I set this up?"
2026-02-05,File / figure / PDF upload failures,Error Message / Unresponsive System,"We are currently working with our committee in the Decisions table to select content for an upcoming event. During this process, several committee members and Event Admins have encountered frequent error messages (see attached screenshot). In addition, users have reported that the system is extremely slow and often unresponsive. To try to mitigate the issue, we instructed committee members to limi"
2026-02-09,File / figure / PDF upload failures,Unable to upload files,"Hello, we are getting errors when trying to upload a file in the 2026 CSDA Awards"
2026-02-09,File / figure / PDF upload failures,"URGENT: Submission file upload failure (Submission ID 1310090, deadline approaching)","Hello Oxford Abstracts Support, I am submitting a paper through your platform and I am encountering a file attachment issue that appears to be on the server side. Submission ID: 1310090 This problem began after I modified my paper and attempted to resubmit a revised version. The original submission worked previously. The stated deadline had been February 2nd but was later extended by email, and th"
2026-02-09,File / figure / PDF upload failures,Image Upload,"Hello, one of the submitting authors says that he is getting an error when trying to submit his figure for the abstract. What would be the next steps to help him upload his image/figure?"
2026-02-09,File / figure / PDF upload failures,Error download files,"When I try to download the File they are not found (field ""13. Revised upload for the proceedings"") Error message We couldn't find the file you tried to download. It may have expired. If this is unexpected, please contact Oxford Abstracts support."
2026-02-10,File / figure / PDF upload failures,File upload and download error for multiple submissions (BioEM 2026),"Dear Oxford Abstracts Support Team, We are experiencing an issue with manuscript uploads in the abstract submission system for BIO-EM 2026, reported by multiple authors. Issue description: After uploading a manuscript file, the system indicates that the upload was not completed successfully. When the author clicks “Submit,” a warning message appears. When attempting to use “Download uploaded file”"
2026-02-10,File / figure / PDF upload failures,Files Not Downloading,"Hello, I need to pull the poster files from my Individual School Selected stage. Each one I click on, it says ""file not found"". The poster uploads in my Peer-reviewed stage look to be showing so I'm not sure why the Individual School Selected ones are not. It's super important, if someone could please get back to me as soon as possible. Thank you!"
2026-02-10,File / figure / PDF upload failures,Unable to upload PDF document required for submission,When attempting to upload the required PDF and submit the form it is not allowing me to upload the PDF or is not having the PDF go through.
2026-02-16,File / figure / PDF upload failures,Error message downloading receipts and invoices,We are getting the error message attached when trying to download invoices and receipts. An example is attendee Thiago Cristiano Oliveira Carvalho. It is also affecting multiple other attendees registered around the same time but I don't know how many exactly as I did not click on every single attendee to check.
2026-02-16,File / figure / PDF upload failures,File Failed to Attach,"I uploaded my CV to submission 388, but it somehow did not go through when I submitted. My submission is now considered incomplete, but I cannot edit my submission. Is there a way I can edit my submission?"
2026-02-18,File / figure / PDF upload failures,Dashboard Error (on behalf of reviewer),"Hello, A member of our review team is getting the a ""GraphQL"" error (see attached screenshot), and is unable to access any abstracts. User's name is Misty Manning and her email address is [email] Thank you!"
2026-02-19,File / figure / PDF upload failures,URGENT! Bugs - auto assign reviewer,"Earlier this morning, I added more reviewers to the list and used auto assign abstracts, the max no. of abstracts per person is 29. Just now, I tried to look at it again, after selecting the same parameters as 29, it prompted that it's unable to proceed. Also I noticed the figures appeared in the welcome email to reviewers do not align with the max number of abstracts to review i.e. 29 (I have scr"
2026-02-22,File / figure / PDF upload failures,2026CSACSM - Picture Upload not working,"Hi, I am trying to upload some pictures/logos into the description section of the sessions in our program. When I select the picture I want, it shows up in the box in a greyed out square and then I click save and everything disappears. It also disappears if I click on anything within the box where I am trying to add the picture. Can someone assist with fixing this issue? Thanks, Krista"
2026-02-25,File / figure / PDF upload failures,RNA2026 / how does attendee upload student ID after initial registration is complete,RNA2026 / how does attendee upload student ID after initial registration is complete? Attendees buying the student/postdoc member ticket are asked to upload their student id while registering. several have not. how can they upload it after the fact? thank you.
2026-03-02,File / figure / PDF upload failures,ICNS 2026 – 403 Restricted access (Submission #38),"I’m an author on ICNS 2026 submission #38 (submission ID 1244525). When I sign in with my Oxford Abstracts account ([email]) and open the submission link, I receive “403 Restricted access,” so I cannot upload the camera-ready PDF or complete the IEEE copyright step. Lead/corresponding author: Professor Lance Sherry ([email]). Please grant my account access to manage/upload for submission #38 or ad"
2026-03-04,File / figure / PDF upload failures,Poster gallery appearing empty,"Hello, For our event I've set up the poster submission such that the poster collection question has 'Poster gallery upload (1 allowed per event)' ticked, yet no posters are appearing in our gallery. Our conference starts next week so I would appreciate a speedy response if possible! Best, Beth"
2026-03-26,File / figure / PDF upload failures,Can't upload graph,There is no option to upload my abstract graph on IAES website
2026-04-03,File / figure / PDF upload failures,Abstract submission,"I am trying to upload an abstract but there is an error message as soon as I click ""upload abstract"". The error message which shows: The submission form for this event could not be loaded Please see the message below for more information. If your believe there is an error please contact the Oxford Abstracts support team. Error parsing response: events is empty I have attached my abstract here, hop"
2026-04-03,File / figure / PDF upload failures,Error while trying to submit a paper,"I am trying to submit a paper for the European Social Science History Conference 2027. I click the link I received from the organiser of a session (this link: https://app.oxfordabstracts.com/auth?redirect=/stages/80252/submissions/new?behalf=false), but the platform shows me the error message in the attached screen. I am therefore readdresed to the dashboard, where I am unable to do anything."
2026-04-03,File / figure / PDF upload failures,Abstract Reviewer - No Dashboard is Available,"Hello, Umberto Ricardi ([email]) one the reviewers that we have for this event, got informed us that he is unable to access the dashboard. Attached you will find the print screen of the message shown in his screen when he clicks on the link. Is there anything we can recommend to him that may resolve this issue? Thank you for your help. Best regards, Ritzena"
2026-04-03,File / figure / PDF upload failures,"Pharmacology Futures 2026, BPS Abstract Submission Issue",I am unable to submit my abstract with the error message coming up reading: Error with upload please contact OxfordAbstracts.
2026-04-03,File / figure / PDF upload failures,Cannot upload my abstract,"Hello! I am trying to attach my abstract to a panel at the European Social Science History Conference 2027, but I get the message ""This form cannot be loaded"". I would like to understand if something is wrong on my side or if it is a broader issue. Thank you!"
2026-04-17,File / figure / PDF upload failures,Account Error,"I am trying to upload a poster to my submitted abstract. When I click the links to the page that were emailed to me (https://app.oxfordabstracts.com/stages/79298/submissions/1270169/form/view and https://app.oxfordabstracts.com/events/75785/submissions/1270169/abstract-book-view), I get the following error: 403 - unauthorised. Sorry you do not have permission to do this. Requested path: ""https://a"
2026-04-21,File / figure / PDF upload failures,Website Graphic Upload Issues,"When I try to upload an image for my conference website, it says it uploads but then the image does not show up. When I go to the website after selecting the image, I get the attached message saying it has failed to upload the file. Any help please?"
2026-04-24,File / figure / PDF upload failures,CVS template and instructions for creating email lists do not work,"We have carefully followed the instructions and used the given CSV template to upload an email list, but it still does not work. I am now trying to create email list for the certificate of attendances but I previously faced the same problem somewhere else. The error message is: Upload error Please upload a valid .csv file Could not read CSV: - Row 0: Unable to auto-detect delimiting character;defa"
2026-04-27,File / figure / PDF upload failures,Poster uploads,"Hi there, Is there a way for me to track who has uploaded their poster? I followed the support page to ensure that all submitters accepted for a poster presentation will be added to the poster gallery. Is there a field on the decision table that I can track who has uploaded their poster?"
2026-05-13,File / figure / PDF upload failures,Error ID 26527500,I am receiving the following error message (attached) when trying to assign chairs. It does not happen for all chairs. For example Eduardo Nobile Orazio for session SS16.
2026-05-14,File / figure / PDF upload failures,Linking submissions,"I would like the accepted conference presenters to upload their posters for the poster gallery. I read that presenters will need to upload their posters using the submission form. I'm editing our current submission form to make it relevant for poster uploads since we already used the form to collect abstract submissions. I realize that this will create new submissions, and the poster uploads will "
2026-05-20,File / figure / PDF upload failures,Question about poster gallery,Will the posters that are uploaded to the poster gallery be publicly available with a persistent DOI link after the conference?
2026-05-22,File / figure / PDF upload failures,download file names,"When I download a file that a submitter uploaded for review, I see the actual filename the submitter gave the file (example - the attached file for submission #111 shows to me as ""111QHuda-Plat-FP-Lightweight Computer Vision System-R3"" which is in keeping with the file naming convention we ask submitters to use and which helps a reviewer identify which revision/version it is), but a reviewer or se"
2026-06-11,File / figure / PDF upload failures,student posters - poster upload question,"In the Student Poster Accepted stage, I'm not seeing the ""poster upload"" option for the submission form. I see these options: Poster questions Poster keyword - dropdown Poster keywords - multi-dropdown Poster keywords - user selected Poster presentation link I do see the poster upload question in the Technical Poster Accepted stage. Is there a way to get it to show in both? We'd like Student and T"
2026-06-29,File / figure / PDF upload failures,Anonymising submissions for review,Many submissions we received are not suitable for a blind review. Many files that should be shared with reviewers contain authors' details. Can we edit these files and upload them back to the system? Or shall we ask the authors to re-submit? Will it be then a new submission or can they amend the current submission?
2026-06-30,File / figure / PDF upload failures,PDF upload after decision,Our accepted e-poster submitters are supposed to upload their e-Poster as PDF through their submission form. I created the upload link for this. The submitter of Abstract ID 44 told me they do not see the upload link when they go back to their submission. Can you please check whether I did everything correctly. Thank you
2026-07-13,File / figure / PDF upload failures,Asking for proof of ID during submission stage,"Hi, I am one of the admins for AsiaTEFL 2027 International Conference and I am currently trying to configure our event's abstract submission form. I understand that under the ""Presenters and affiliation"" section, I can add custom questions for individual presenters who declare that they are presenting. For my event, we plan to offer concession fees to presenters who qualify for them. We are requir"
2025-05-01,"File / figure / PDF upload failures, Presentation upload by presenters",Trouble uploading my presentation for IASTE 2025,See attachment
2025-05-01,"File / figure / PDF upload failures, Presentation upload by presenters",Having trouble uploading presentation,"Apparently, I registered under [email], but submitted my abstract, etc. under [email] I can't seem to be able to upload my presentation under the latter. Can you help?"
2025-08-15,"File / figure / PDF upload failures, Presentation upload by presenters",Presentation Upload - File Size,"Hello, I have opened the presentation upload for the Futurescan 6 conference. I can see that the form as the maximum file size for upload as 10MB. This is a fashion and textiles conference and so presentations are likely to be larger than this. Is it possible to increase the file size upload capacity? Thank you, Helena"
2025-09-25,"File / figure / PDF upload failures, Presentation upload by presenters",Cannot upload my presentation b/c my login isn't working.,Cannot upload my presentation b/c my login isn't working.
2025-10-29,"File / figure / PDF upload failures, Presentation upload by presenters",URGENT Unable to Upload E-Presentation,"My abstract has been accepted for East Kent Surgical Conference (EKSC) 2025. However, I’m experiencing an issue uploading my e-presentation to the Oxford Abstracts platform. The “Edit” button doesn’t allow me to make any changes and is greyed out. The error code reads ""edits are disabled for this submission"". I have attempted to make changes on both Chrome and Safari browsers with no luck. Could y"
2026-03-17,"File / figure / PDF upload failures, Presentation upload by presenters",IARIW - Uploading Presentation Files,"Hi there, I am trying to add a question to my Submission Form to have presenters upload files...I followed the instructions on Co-Pilot and I'm stuck here: ""You'll now be viewing your submission form. Please scroll to the bottom to where it says Upload File."" There's no Upload File option - can you help?"
2026-04-19,"File / figure / PDF upload failures, Presentation upload by presenters",Ida,"I registered my email address and password at the Oxford Abstracts site for the Optional Upload Information – Awards: https://app.oxfordabstracts.com/stages/77817/submitter However, after logging in, the following message appears on the screen: “Sorry, new submissions are currently closed for this event.” As a result, I am unable to upload my presentation file for awards consideration. I believe t"
2026-07-22,"File / figure / PDF upload failures, Visa / letters of invitation",Visa & Master link error,I received error (as screenshot attached) when clicked on the visa & master payment option.
2025-12-04,Manually registering an attendee,Manually register an attendee,Good morning! Is there a way I can manually register an attendee? Thank you!
2026-04-06,Manually registering an attendee,How to add attendees to Oxford Asbtracts,"Hi! We used our own registration system. Now all of our attendees are registered and I need to import this info into OxfordAbstracts. How can I do this? Thanks, Sophie Astrof"
2025-03-06,Presentation upload by presenters,Uploading powerpoint slides,We want to create a repository for powerpoint slides for our conference sessions - is this function contained within the Oxford Abstracts platform.
2025-03-31,Presentation upload by presenters,I could not upload my oral presentation slide (#118),"please, put my slide to the appropriate location. I'll upload from here. ""#118, IL-7 Receptor Marks All Embryo-derived Mast Cells"""
2025-05-20,Presentation upload by presenters,"Not able to up[load my presentation for the IPEG 2025 at Kagoshoima, Japan",I am registered for the IPEG 2025 at Kagoshima and not able to upload my presentation in the link provided below
2025-08-19,Presentation upload by presenters,Uploading presentation,"I have a role as reviewer and I need to upload my presentation, I folowed the instruction by entering another email adress but didn,t work. Attached my presentation. How do I solved this? the deadline is today at midnight. my user email is [email]"
2025-08-19,Presentation upload by presenters,Uploading presentation,I am both a administrator (with my account [email]) and a user ([email]) however I am not able to upload my presentation in any way. Could you do that for me? Is in the attachment now.
2025-09-05,Presentation upload by presenters,Presentation Upload - Incomplete Submission,"Hello, I have received emails from delegages that the presentation upload stage is showing as incomplete submission. I've tried to change all of the information required to optional so that submitters don't get this message but that hasn't seem to fix it. Please can you look. Thanks,"
2025-09-23,Presentation upload by presenters,Downloading uploaded presentations,"I have once been able to download all speakers uploaded presentations, a most usefull feature. Today, however, it seems like I only have en option to upload files... I know that a number of more files have been oploaded, and hopefully a good number of presentations have been updated on my request. Now, it would be most helpful to download all again, for review purpose, and finally during the confe"
2025-10-06,Presentation upload by presenters,Downloading uploaded presentation #459,"One uploaded Presentation file, #459, in event /73457/ cannot be downloaded, seemingly also blocking the: Question response folders Upload your PowerPoint presentation file. NEED help, since we are in the middle of our event...."
2026-01-05,Presentation upload by presenters,presenters uploading slide deck to their session,presenters would like to upload slides for their presentations but we think that feature is locked and we cannot unlock it----page just spins :-(
2026-04-30,Presentation upload by presenters,panelists uploading PowerPoints,"We have 15 panels, each of which will have 2-5 panelists. We want each panelist to have the option to upload their PowerPoint slides for review and ultimately for viewing on the website and app. What is the best way to do this, since they are in Oxford as part of each panel rather than as a primary author."
2026-07-07,Presentation upload by presenters,Uploading multiple files per paper,"Hi there, is there a way to upload multiple files per paper in Oxford? We're asking attendees to upload their presentations but also want to have presenters upload their full papers and have both files appear in the online program. Thank you!"
2025-01-15,Refunds & cancellations,"Cancel tickets ""purchased"" during testing","For event 74169, our team did testing of registration to understand the users experience. 3 people purchased tickets with their credit card to see the financial flow. I have been able to refund their tickets. All others were discounted to FREE using a code. It won't give me a refund choice once I open the free tickets. Likely because there was no charge. However, my goal is to get the number of te"
2025-03-10,Refunds & cancellations,Final invoice needed,"Greetings! I would like to request our per-registrant invoice. We had a total of 1846 registrants, not including 67 registrants who were completely refunded. We also had 19 test registrations that were refunded, which we assume will not be included in the final bill. Please send the final invoice to [email], and let me know if there are any questions. Thanks! Tandy Pietro, Director of Operations"
2025-05-01,Refunds & cancellations,Discount code application,"A couple of or registrants were supposed to register with a discount code, however they claim they did not receive our email with the code they could use. They have now registered and paid for the event. Is there a possibility to add the discount code to their registration and then refund the difference (so that I don't have to keep a separate spreadsheet for tracking those changes)?. Thanks, Melv"
2025-05-06,Refunds & cancellations,Apply coupon to someone already registered (refund but still attend),How can I refund a paid amount but not cancel their attendance/ticket? Our event is 74169 and we are using Stripe for payments. Faculty is entitled to one free registration ticket. I have used and understand how to refund a delegate -- but that process also CANCELS their ticket (and thus registration) as part of the refund process. What I need example: John Doe registered as a delegate in January 
2025-05-13,Refunds & cancellations,Refunds,I just refunded a registrant in Auth.net. How can I show him as refunded in the registration list without issuing a second refund?
2025-05-14,Refunds & cancellations,Refunds,"I figured out the David Chong refund. It's fine now. I was afraid that since I did it via Auth.net first, going through the process in Oxford would send a second refund. System is too smart for that! Sorry. Catherine"
2025-05-14,Refunds & cancellations,Canceled registrant,"I am still seeing David Chong on the Registration list as paid. I refunded his fee through Authorize.Net a few days ago. How can I convert him to ""Refunded""?"
2025-05-19,Refunds & cancellations,Purchased wrong ticket,"Good afternoon, I have a purchased the wrong ticket to attend the conference. I purchased the DFP Member/Presenter (as I am both) at £100, however I am also a trainee forensic psychologist, which means I qualify for the Concession ticket at £42.00. Can you please swap this ticket for me and refund me the difference? I am attending through work and so i need the correct ticket. Many thanks, Ashley "
2025-06-10,Refunds & cancellations,Transactions,"Hi We are finalizing our conference and would like to know how much money we have raised. The question is whether the gross total on the transaction page includes refunds and OA 2.5% charges, or whether these need to be subtracted from the gross total to determine the final income amount? Thanks Andy"
2025-07-04,Refunds & cancellations,Attendance,Unable to attend the conference and want to know about refund policies.
2025-07-12,Refunds & cancellations,Refund Request for Recently Purchased Multi-Stage Add-on,"Dear Oxford Abstracts Support Team, We subscribed to the Multi-Stage Add-on for our Oxford Abstracts account approximately one hour ago. However, after a prompt reassessment of our event needs, we have realized that this feature is not required for our upcoming event. As the add-on was purchased very recently and has not been used, we would like to kindly request a cancellation and full refund of "
2025-10-13,Refunds & cancellations,Certificates,"Dear Sir/Madam, Greetings. We have been using Oxford Abstracts successfully for the past three years for our virtual conference on chemistry. For the last conference, we opted to pay for the certificates feature. However, we were not able to use it mainly because of the formatting issues. For example, including the title of the presentation on the certificate is very important to our participants "
2025-10-20,Refunds & cancellations,Symposium for Scholarship of Teaching and Learning 2025,"Hello, I am reaching out from Toronto Metropolitan University. An employee of ours, Dr. Eugene Chan, has submitted an Oxford Abstracts receipt (#1AB9D/2) for reimbursement and I would like to confirm 1) the amount of the transaction 2) the date of the transaction and 3) that the registration was not refunded. I can provide a copy of the receipt if required. Is there someone that can assist me with"
2025-11-11,Refunds & cancellations,question about fee refund,"I'm setting up tickets for my next symposium, and as these tickets are expensive, i wanted to check how fees and refunds work. I know that you won't refund the oxford abstract fee if we refund someone on stripe, but if we select to absorb ticket fees, the full amount is refunded, including the ticket fees to the buyer. If we select to pass on the fees, if someone asks for a refund will stripe only"
2025-12-08,Refunds & cancellations,Assistance needed with payment error and refund,"Hi, our office manager mistakenly processed the payment even though it hadn’t been officially approved. She mentioned that we need to work with the vendor to request a refund. Since we have to purchase this service through a different method, would you be able to assist us with this? Sorry for the inconvenience."
2025-12-24,Refunds & cancellations,Registration question,We have an attendee who registered once on OA but our Stripe account was processed twice with OA's processing fee on both. How do we resolve that? another question is how do i cancel a registration if the registration fee was already refunded from Stripe.
2026-01-14,Refunds & cancellations,Ticket refund,"Dear OA Support, I am reaching out with a question regarding a refund of a portion of the fee. According to our cancellation policy, we reimburse 50% of the registration fee if the participant cancels before a specified date. My question is how I should edit a participant's registration if we reimburse only 50% of the registration fee, not the full amount. Your answer and assistance are appreciate"
2026-01-21,Refunds & cancellations,FF208 Festival of Psychology,I don't appear to have received a refund for a double booking - for the above conference made for Sarah Olaluyi - I've attached a copy of an email from Oxford Abstracts confirming a refund has been made - could you tell me the last 4 digits of the card that was refunded please so that I can trace it?
2026-01-22,Refunds & cancellations,Discount Code,A delegate did not use the discount code provided by us and paid the full conference fee. Karen Bemister paid $380 but she should only have paid $65 for the Evening Social as the full conference is free to her with the discount code. How do I refund her the $315 overpayment? Thanks!
2026-01-23,Refunds & cancellations,Refund Issues,Refunds are showing incorrectly. Attached is an example where a person received a $30 refund but it is showing they were refunded $470
2026-02-02,Refunds & cancellations,URGENT: Need help refunding payments linked to wrong Stripe Account!,"We carried this conference over from an earlier one, and opened registrations earlier today (2 Feb). The Stripe account was still linked to the older company. The system took £7k in payments before we realised this. I unlinked the old Stripe account and linked our new one, but now I realise I may not be able to refund the original registrations through Oxford Abstracts, if the old Stripe account i"
2026-02-11,Refunds & cancellations,Urgent: Immediate Update Required on Outstanding Issues,"Hello, This is now our third attempt to receive a response regarding the ongoing system failures and our refund request. We have received no acknowledgement, no status update, and no timeline for resolution. Meanwhile, our submitters continue to experience access issues, and essential functions remain non-operational. This situation is actively impacting our organization and the participants we se"
2026-02-23,Refunds & cancellations,Refund Discrepancies,"Refunds are not showing correctly. As you can see on the attached photo, the refund was for $55 and the refund amount showing is $500"
2026-02-26,Refunds & cancellations,Help with refunding order,"I'm attempting to refund 2 registrants -- Talley Gettemy and Noah Deleon, who paid via an offline invoice, but the system will not let me."
2026-03-02,Refunds & cancellations,Urgent: Immediate Update Required on Outstanding Issues,"Once again, I have not received an update about this support ticket. Please respond immediately. Hello Conor, I have not received an update on any of the outstanding issues since your last email on February 16th. Please provide an update immediately. Best regards, Channah Channah Tabor BK Association Management, LLC 12627 San Jose Blvd., Suite 202 Jacksonville, FL 32223 Office: [phone] Email: [ema"
2026-03-10,Refunds & cancellations,Partial refunds,"Our conference refund policy includes a €20 admin fee. I see I could implement this in OA by creating an ""admin fee"" ticket and allocating them to that, refunding the difference. Is there any other way of giving partial refunds? Thanks, Michael."
2026-03-11,Refunds & cancellations,Duplicate fee recorded strangely,"A registrant reported this: I am writing regarding an issue I encountered during the registration and payment process. When I first attempted to register and pay the £275 conference fee, the website indicated that the registration was not completed. Following the message, I closed the process and restarted the registration, entering the payment details again. The second attempt went through succes"
2026-03-19,Refunds & cancellations,Is it possible to cancel our Professional account we just paid for and get a refund?,"We have now also a virtual platform and this adds too much complications for me, I would like to pursue canceling this Oxford Abstracts system if we can get a full refund, we just paid by wire transfer yesterday the $3190, I have 2 other meetings in Oxford Abstracts but those do not need a virtual platform and I love the system but now I have to have 3 different systems for this meeting so it will"
2026-05-08,Refunds & cancellations,Refund stuck being processed,Hi there. I am midway through processing a refund and i get a spinning wheel of death. I'm hesitant to cancel this in case the transaction is processed. How long should a refund normally take to process?
2026-05-16,Refunds & cancellations,RNA 2026 / how to cancel a registration without a refund?,"RNA 2026 / how to cancel a registration without a refund? Order ref # 0A758. I need to can cancel his tickets and NO REFUND - yet OA says ""pending refund"". Thank you."
2026-06-23,Refunds & cancellations,"Full Conference (including gala dinner) - students, unwaged, retired","This ticket to the UKLA 2026 International Conference is for students, retired or unwaged delegates only. This delegate made another booking which has paid for but she hasn't paid for this booking in our registrations page so it is showing up as pending. Is there a way for us to cancel this registration without it causing issues in our income reporting? the delegate has already made another bookin"
2026-07-01,Refunds & cancellations,Cancel order,"Hello, I am experiencing an issue with my invoice download. I attended the EPSS 2026 conference and purchased an add-on ticket. However, due to an error, another ticket was added to my shopping cart, which I cannot remove. I have not received a receipt for this second ticket, nor have I used it. I now have a pending payment, which is preventing me from downloading my invoice. Could you please canc"
2025-02-09,Reviewers cannot see assigned reviews,Can't access reviewer dashboard,Can't access reviewer dashboard
2025-02-14,Reviewers cannot see assigned reviews,Reviewers can't see assigned submissions,"Hi, I seem to be having a problem where some reviewers can't view their assigned submissions. It's odd, as when I choose 'view as reviewer' I can see them fine and it all looks good. I'm not sure if it is a problem because some reviewers have also submitted papers? or what it is. For example, user Claude Lynch - [email] - he's submitted a paper. I've assigned him 5 papers to review and he received"
2025-03-03,Reviewers cannot see assigned reviews,Can't access reviews,I am a reviewer for AECT25. I can't access the reviews that I am suppossed to do. I've contacted AECT but have not heard back yet.
2025-03-13,Reviewers cannot see assigned reviews,reviewer having access issues,"Hi - I have a reviewer who is panicking because he cannot access his assigned abstracts to review. I plan to set up a zoom meeting with him today to troubleshoot (he is not tech savvy), but if I cannot figure it out, would someone at OA be able to walk him through it?"
2025-04-26,Reviewers cannot see assigned reviews,Assigning abstracts to ONE reviewer,"I have added one more reviewer, but I cannot find how to assign abstracts in two specific categories. All other reviewers are assigned their abstracts now."
2025-05-09,Reviewers cannot see assigned reviews,editing the reviewer names and registration the reviewer on their behalf,"Dear Sir, I can not edit the reviewers name in the reviewer list and I can not register the reviewer on their behalf ... would you help me to overcome this problem ? Yours"
2025-05-29,Reviewers cannot see assigned reviews,Reviewer asignment,"Kia ora ICUH team, I'm a reviewer for ICUH abstract submissions and have received an email stating I have been assigned 6 abstracts for review (for now). However, when I log into the system, it says that there are no reviews assigned to me. Could you please advise how to proceed with the review process? Thank you, Mirjam"
2025-06-03,Reviewers cannot see assigned reviews,Registering Reviewers and Accessing Abstracts,These reviewers are unable to access their abstracts to review even when they are logged in using the assigned email address. It says they are unregistered despite being logged in. Can you please help them access the abstracts for review?
2025-07-01,Reviewers cannot see assigned reviews,reviewer feedback,"Hi! The authors tell me they can't see the reviewers' comments. I've checked the settings, but everything seems to be fine. Can you help me?"
2025-07-09,Reviewers cannot see assigned reviews,Issue with Assigning Reviews,"When I go to assign reviewers to submissions, it is automatically creating those reviews and marking them as complete so that the reviewers are not seeing the assignments and the authors are seeing blank reviews."
